Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
"Android App Components - Services, Local IPC, and Content Providers",Vanderbilt University,Advanced,4.2,https://www.coursera.org/learn/androidapps-2,"This 4 week MOOC builds upon the core Android app components and concurrency frameworks covered in Course 2 by focusing on started and bound services, local inter-process communication (IPC), and content providers. Case study apps will be examined from multiple perspectives to learn how to program these app components using Android's material design paradigm. Students will work incrementally on a hands-on project involving a material design-based RSS reader app. Each week you will add additional capabilities to the project, based on material covered in the lecture videos. You'll spend roughly 4 hours per week watching video lectures, taking quizzes, and programming assignments with Java and Android.",sqlite  concurrent computing  model view presenter  service life  Java Programming  Mobile Development  inter-process communication  android studio  Computer Programming  Android Development computer-science mobile-and-web-development
VR and 360 Video Production,Google AR & VR,Beginner,4.7,https://www.coursera.org/learn/360-vr-video-production,"Welcome to the Google AR & VR Virtual Reality and 360 video production course! Our mission is to give you the skills you need to get started with your first VR project.  This course will introduce you to Virtual Reality and 360 video production, guiding you through a step-by-step process to create VR content. To begin, we recommend taking a few minutes to explore the course site and review the material.   Best of luck as you get started - we hope you enjoy the course, and can't wait to see what you'll create!",do while loop  ordered pair  augmented reality  visual effects  Video Production  Video Editing  360-degree video  stereo cameras  cinema 4d  Virtual Reality arts-and-humanities music-and-art
RPA Lifecycle: Development and Testing,Automation Anywhere,Advanced,4.6,https://www.coursera.org/learn/rpa-development-testing,"To adopt RPA, you begin with the Discovery and Design phases and proceed onto the Development and Testing phase.  RPA Lifecycle ï¿½ Development and Testing is the second course of the Specialization on Implementing RPA with Cognitive Solutions and Analytics.  In this course, you will learn how to develop and test bots. For this, you will use Automation Anywhere Enterprise Client (or AAE Client) to record, modify, and run tasks. AAE Client is a desktop application with an intuitive interface, that enables the creation of automated tasks with ease. It features ï¿½SMARTï¿½ Automation technology that quickly automates complex tasks without the need for any programming efforts. The learning will be reinforced through concept description, building bots, and guided practice.",event (computing)  testing anywhere  automation anywhere  euler's totient function  ordered pair  process  web page  web  list of dns record types  project computer-science software-development
Methods of Surface Analysis,National Research Nuclear University MEPhI,Intermediate,4.8,https://www.coursera.org/learn/methods-surface-analysis,"There is a vast variety of contemporary surface analysis methods that you can use for your research. If you are not sure which one is right for you, or if you want to obtain the right information about different surface analysis techniques, then this course is for you!  This course describes the most widely used analysis methods in contemporary surface science. It presents the strengths and weaknesses of each method so that you can choose the one that provides you with the information you need. It also reviews what each method cannot give to you, as well as how to interpret the results obtained from each method.  This course is filled with examples to help you become familiar with the graphs and figures obtained from common surface analysis methods.  Each method is described in a similar way: basic principle, apparatus scheme, example results, special features, and actual device examples.",electron microscope  image quality  chemistry  relative change and difference  microscope  flow cytometry  measurement  energy level  physics  beam robotics physical-science-and-engineering research-methods
Startups in open innovation,Saint Petersburg State University,Advanced,4,https://www.coursera.org/learn/startups-in-open-innovation,"This course was created in the partnership with StPetersburg Electrotechnical University ETU ï¿½LETIï¿½.  This course is made for everyone, who is interested in the development of startup projects in the realm of globalisation, crowdsourcing and the emergence of ""open-source"" innovations. The course can be chosen for beginner level, or become an additional material to the innovation-related higher education curriculum. The course can be successfully completed by the learners with the basic knowledge of innovation theory and/or management (Bachelor degree or higher). Upon completion of this course learners will be well-versed in the basic economic models in the digital environment, types of monetisation used for open innovations, will be able to create a business model of value in the open-knowledge environment. The learners will study the key problems of the digital environment, main methods for building an innovative project, as well as how to limit the access to the information. They will be able to search for the governmental means of support for open innovation projects, private investment resources, and assess the level of maturity of the project.",open space technology  open innovation  diffusion of innovations  visual basic  open-source robotics  service innovation  Innovation  visual communication  open collaboration  open source business business-strategy
Python Data Structures,University of Michigan,Conversant,4.8,https://www.coursera.org/learn/python-data,"This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook ï¿½Python for Everybodyï¿½.  This course covers Python 3.",dict  Python Programming  python syntax and semantics  Problem Solving  Data Structures  language  Computer Programming  semantics  data type  syntax computer-science software-development
"Blockchain, Cryptoassets, and Decentralized Finance",INSEAD,Beginner,4.7,https://www.coursera.org/learn/blockchain-crypto-decentralized-finance,"Today, large intermediaries establish trust in our economy and control the movement, storage, and allocation of money and assets. The status quo, however, is rife with inefficiencies. In this course, weï¿½ll address the many challenges of the status quo and discuss how cryptoassets, smart contracts, new identity systems, and new financial business models can help overcome them. Youï¿½ll learn how blockchain technology empowers individuals, entrepreneurs, and businesses with the tools they need to help level the playing field and to participate in the value they create. By the end of this course, youï¿½ll learn how and why transacting on the blockchain can help us bring about a future that is faster, fairer, and more distributed than the world we inhabit today.",BlockChain  Finance  autonomous agent  cryptocurrency  identity management systems  security token  smart contract  Cryptography  security  biometrics computer-science computer-security-and-networks
Data Processing Using Python,Nanjing University,Advanced,4.1,https://www.coursera.org/learn/python-data-processing,"This course (The English copy of ""?Python????"" <https://www.coursera.org/learn/hipython/home/welcome>)  is mainly for non-computer majors. It starts with the basic syntax of Python, to how to acquire data in Python locally and from network, to how to present data, then to how to conduct basic and Advanced statistic analysis and visualization of data, and finally to how to design a simple GUI to present and process data, advancing level by level.   This course, as a whole, based on Finance data and through the establishment of popular cases one after another, enables learners to more vividly feel the simplicity, elegance, and robustness of Python. Also, it discusses the fast, convenient and efficient data processing capacity of Python in humanities and social sciences fields like literature, sociology and journalism and science and engineering fields like mathematics and biology, in addition to business fields. Similarly, it may also be flexibly applied into other fields.  The course has been updated. Updates in the new version are :   1) the whole course has moved from Python 2.x to Python 3.x  2) Added manual webpage fetching and parsing. Web API is also added.  3) Improve the content order and enrich details of some content especially for some practice projects.  Note: videos are in Chinese (Simplified) with English subtitles. All other materials are in English.",Computer Programming  Machine Learning  Scipy  java annotation  object-oriented programming  sed  Python Programming  pycharm  Data Structures  Natural Language Processing computer-science software-development
International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,Advanced,4.8,https://www.coursera.org/learn/arbitration-international-disputes,"ï¿½The Arbitration of International Disputesï¿½ is the third course of Leiden Universityï¿½s  series on International Law in Action. The first course covered generalities on the international courts and tribunals in The Hague, while the second course provided an insider's  perspective into the work of international criminal courts and tribunals.  This third course explores the major aspects of international arbitration as one of the most common method of international dispute settlement . Through this course you will gain an in-depth understanding of the  various facets of international arbitration through the analysis of its role as a mechanism of dispute settlement, its institutions, the fields of law it is applicable to, and, of course, its most famous awards.   The main question we will answer together during this course is ""Can international arbitration contribute to the creation of a peaceful world through the settlement of disputes between States and between States and non-State actors?"" In order to do so, we will learn the basic historical concepts or arbitration, as well as everything there is to know about the Permanent Court of Arbitration, based in The Hague. We will then dive into the role of international arbitration in settling disputes relating to the Law of the Sea, with a particular insight into the landmark South China Sea Arbitration. For an entire module, we will focus on investment arbitration, its principles and the procedure of the ICSID, the International Centre for Settlement of Investment Disputes. We will conclude the course with a module on the interplay between state immunity and enforcement of arbitral awards. This is brought to light through the Yukos Arbitration which is a perfect illustration of the topic.  This course offers you an opportunity to gain a better insight into international arbitration, its role and the current issues relating to it. You will gain in-depth knowledge of the principles and rules of arbitration. You will explore the topic through concrete examples and the most prominent arbitrations. You will also grasp the notion of international arbitration navigating between law and politics. International arbitration and The Hague go hand in hand: several key arbitration institutes are located in The Hague and important disputes were settled here through arbitration. The Hague is, so to speak, ï¿½the place to be for international arbitrationï¿½, especially when we are dealing with arbitration between States, or arbitration of investment disputes between foreign investors and States.   Join us for the course and become an expert on international arbitration!  This course is free to join and to participate in. There is the possibility to get a verified certificate for the course, which is a paid option. If you want a certificate, but are unable to pay for it, you can request financial aid via Coursera.",entry point  law  international relations  arbitration  Business Law  entitlement  international law  sports law  constraint algorithm  law and management social-sciences law
Applied Text Mining in Python,University of Michigan,Advanced,4,https://www.coursera.org/learn/python-text-mining,"This course will introduce the learner to text mining and text manipulation basics. The course begins with an understanding of how text is handled by python, the structure of text both to the machine and to humans, and an overview of the nltk framework for manipulating text. The second week focuses on common manipulation needs, including regular expressions (searching for text), cleaning text, and preparing text for use by machine learning processes. The third week will apply basic natural language processing methods to text, and demonstrate how text classification is accomplished. The final week will explore more Advanced methods for detecting the topics in documents and grouping them by similarity (topic modelling).   This course should be taken after: Introduction to Data Science in Python, Applied Plotting, Charting & Data Representation in Python, and Applied Machine Learning in Python.",language  natural language  Python Programming  natural language toolkit  regular expression  Computer Programming  Natural Language Processing  modeling  Topic Model  text mining data-science data-analysis
Engaging ELLs and Their Families in the School and Community,Arizona State University,Advanced,4.6,https://www.coursera.org/learn/ell-families,"In this course, you will learn how to better and more successfully engage your ELL(s) and their families in the school and community. You will learn how to engage your ELL student in the classroom setting as well as in various aspects of the school including extracurricular activities and the inner workings of the school and education system.  You will also be introduced to strategies for engaging the families of your ELL students in the school community and the wider community of your city and state.  You will interact with a variety of case studies that highlight teachers, schools, and communities in different cities throughout the United States and the ways in which they successfully engage ELLs and their families.  From sharing their experience, you will have the tools necessary to implement strategies and procedures for engaging your ELLs and their families.   Upon completing this course, you will be able to:        * Define the culture of ELLs in K-12 classrooms across the U.S.        * Recognize cultural impact on learning and formal education         * Assess your schoolï¿½s engagement of ELLs and their families        * Incorporate culturally sensitive techniques to engage ELLs in the classroom and school         * Implement strategies for engaging ELLsï¿½ families in the school and larger community          * Design a plan for engagement of ELLs and their families in your school          * Create a checklist for school and community resources for engaging ELLs and            their families",parent  education  Culture  sports  parenting  family  resource  cultural impact  relative change and difference  Communication social-sciences education
Serve Scikit-Learn Models for Deployment with BentoML,Coursera Project Network,Intermediate,Not Calibrated,https://www.coursera.org/learn/scikit-learn-model-deployment-bentoml,"This is a hands-on project on serving your scikit-learn models for deployment with BentoML. By the time you complete this project, you will be able to build logistic regression models for text classification, serve scikit-learn models with BentoML's REST API model server, and containerize model servers with Docker for production deployments.   Prerequisites: In order to successfully complete this project, you should be competent in the Python programming language, be familiar with basic machine learning concepts, and have built predictive models with scikit-learn.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",project mine  Logistic Regression  modeling  statistical classification  Scikit-Learn  Regression  supply chain  Document Classification  Regression Analysis  project data-science machine-learning
Making Sense of the News: News Literacy Lessons for Digital Citizens,The State University of New York,Intermediate,4.8,https://www.coursera.org/learn/news-literacy,"Never before has the need for News Literacy been more urgent. As news consumers are bombarded with a constant stream of fake news, propaganda, hoaxes, rumors, satire, and advertising ï¿½ that often masquerade as credible journalism ï¿½ it is becoming more and more difficult to distinguish fact from fiction. While the publicï¿½s faith in the news media erodes, purveyors of misinformation have helped give rise to troubling cultural trends and alarming political movements.  This six-week course will help learners develop their critical thinking skills to enable them to better identify reliable information in news reports and to become better informed about the world in which we live. The course will discuss the key elements of journalism from the viewpoint of the news audience.  The language of instruction is English, but Chinese and Spanish subtitles will be available. Each week will tackle a challenge unique to the digital era:  Week 1: The power of information is now in the hands of consumers. Week 2: What makes journalism different from other types of information? Week 3: Where can we find trustworthy information? Week 4: How to tell whatï¿½s fair and whatï¿½s biased. Week 5: How to apply news literacy concepts in real life. Week 6: Meeting the challenges of digital citizenship.",faith  power politics  network news transfer protocol  gratitude  value of information  thought  news  media literacy  Average  Journalism social-sciences education
Astro 101: Black Holes,University of Alberta,Beginner,4.8,https://www.coursera.org/learn/black-holes-astro-101,"What is a black hole? Do they really exist? How do they form? How are they related to stars? What would happen if you fell into one? How do you see a black hole if they emit no light? Whatï¿½s the difference between a black hole and a really dark star? Could a particle accelerator create a black hole? Can a black hole also be a worm hole or a time machine?  In Astro 101: Black Holes, you will explore the concepts behind black holes. Using the theme of black holes, you will learn the basic ideas of astronomy, relativity, and quantum physics.  After completing this course, you will be able to:  ï¿½ Describe the essential properties of black holes. ï¿½ Explain recent black hole research using plain language and appropriate analogies. ï¿½ Compare black holes in popular culture to modern physics to distinguish science fact from science fiction. ï¿½ Describe the application of fundamental physical concepts including gravity, special and general relativity, and quantum mechanics to reported scientific observations. ï¿½ Recognize different types of stars and distinguish which stars can potentially become black holes. ï¿½ Differentiate types of black holes and classify each type as observed or theoretical. ï¿½ Characterize formation theories associated with each type of black hole. ï¿½ Identify different ways of detecting black holes, and appropriate technologies associated with each detection method. ï¿½ Summarize the puzzles facing black hole researchers in modern science.",path (variable)  Angular  energy  hole  materials  physics  quantum mechanics  theory of relativity  tailored access operations  astronomy physical-science-and-engineering physics-and-astronomy
Patenting in Biotechnology,Technical University of Denmark (DTU),Advanced,4.5,https://www.coursera.org/learn/patenting-bio-ipr,"Far too often, researchers are misinformed about the role and the possibilities arising around patents and Intellectual Property Rights (IPR). In this course we will teach you what IPR are - with a special focus on patents. Also this course will look at the importance of patents in the world of biotechnology - and what you actually can patent.  Should your research be protected? Can your research even be protected?  There are a lot of misunderstandings about patents, so first step is to know what patents really are and how they work. Then we will introduce how and when to apply for them. Also how to find existing patents is a crucial and necessary element to being able to assess whether your research should be protected or not.  The course will be divided in 7 sessions, and at the end of the course, you should be able to: - describe the different types of IPR - explain the conditions of patentability for an invention - describe the various stages involved in a patent application - search and retrieve patent information from databases - read and understand a patent - write claims related to biotechnology - understand and explain the concept of Freedom To Operate  Course Materials: You will need the following book as a reading material for the course: ï¿½Patenting in Biotechnology, a laboratory manualï¿½ by Peter Ulvskov, which will be available from  http://polyteknisk.dk/home/Detaljer/9788750211068  Also, you will need to get access from your home institution to these databases: - Derwent Innovation Index (via Web of Science) - SciFinder  NB: This course is related to a 5 ECTS point course that is a mandatory requirement for access to the BioBusiness and Innovation Platform (BBIP) program at the Copenhagen Business School. NOTE: this Coursera course will NOT be sufficient for attending the BBIP program but successful completion of this course (with a Course Certificate) will be a plus for applying to the BBIP.  To obtain the 5 ECTS points, you will have to enrol as a DTU Student, participate on a hands-on workshop on patent databases and pass an exam in presence of an external Censor.  For more information, please email me at:  fdemasi@cbs.dtu.dk  Link for BBIP: (http://www.cbs.dk/viden-samfundet/strategiske-indsatsomrader/biobusiness-and-innovation-platform-bbip)",stable model semantics  law  enzyme  biotechnology  ftos  Patent Law  stem cell  intellectual property  prodrugs  antibody life-sciences basic-science
Evaluating Designs with Users,University of Michigan,Beginner,4.7,https://www.coursera.org/learn/evaluating-designs-with-users,"When designing systems that work for users, there is no substitute for watching them try to use the system to see what works and what doesnï¿½t.  In this UX course, you will learn how to design and conduct tests with users that will tell you how effective your design is for helping users do what they need to do, and how they feel about using your system.  This course is part of the User Experience (UX) Research and Design specialization offered on Coursera.  What you'll learn:      Identify different approaches to user testing and their appropriate use     Understand how to design an effective user test     Understand how to run an effective user test to get the most information possible out of each encounter     Analyze and report on user testing",Human Computer Interaction  relative change and difference  User Experience Design  User Experience  User Research  Planning  interaction design  measurement  usability testing  evaluation computer-science design-and-product
Capstone Project ï¿½ Analyzing a Real Transaction,Moscow Institute of Physics and Technology,Advanced,3.6,https://www.coursera.org/learn/capstone-project-analyzing-a-real-transaction,"The Capstone Project is the final part of the ï¿½Understanding Modern Financeï¿½ Specialization. The learners will be able to apply all the knowledge, skills, and understanding accumulated throughout the Specialization to study a real financial transaction that they will choose. The learners will gain insight into the reality of value creation.  In a set of video instructions for the Project, some examples of similar work performed by the instructorsï¿½ students over the last 15 years will be provided as guidelines for the learners. The best way to proceed with the Project is to analyze an M&A transaction as it encompasses most topics studied in the Specialization. In addition, such transactions draw a lot of public attention that facilitates the search of the necessary information. However, learners are welcome to choose a transaction of a different kind. The key idea in any real transaction on capital markets is to create value for the stakeholders. To this end, learners will have to identify the motive and the implementation plan for the transaction and then to focus on valuation, proper financing, and actual deal completion and results.",facilitation  utility  home security  Finance  data governance  documents  financial markets  Planning  potential analysis  Strategy business finance
Create Charts and Dashboard using Google Sheets,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/charts-dashboard-google-sheets,"In this 2-hour long project-based course, you will learn how to create effective charts and a dynamic dashboard to visualize data sets. You will be able to work with vlookups, pivot tables and basic formulas and be able to create dynamic charts, sparklines, and a robust, dynamic dashboard to present the data.  By the end of the project you will be able to: - Understand the terminologies of spreadsheets - Work with basic formulas in Google Sheets - Create 8 Basic Charts for visualizing data - Generate Dynamic Charts from a dropdown list - Generate Sparklines to represent data - Build a dashboard and introduce Basic and Advanced Charts - Use Slicers to filter data and create a robust and dynamic dashboard  Note: If you don't have a Google account, you will need to create one to be able to complete the content.",Digital Marketing  Pivot Table  business analytics  euler's totient function  Data Visualization  Chart  project  presentation  Microsoft Excel  feed uri scheme business business-essentials
Use Commands and Create a Remote Git Repository,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/commands-create-git-remote-repository,"A key to maintaining a project under version control is to store it as a remote repository on a server that is backed up over time. Keeping a project on a remote repository not only provides a back-up of the project; it also allows others to collaborate on the project. In the case of Git there are several remote repository options out there. Github and BitBucket are two of the more popular choices, each with a free option and a subscription option.    In this course, you will create a remote Git repository using an existing Git project containing directories and files. You will use Git commands such as push, pull, fetch, branch, and merge to make changes to your local Git repository and add them to the remote repository.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",html  php  Python Programming  credential  c dynamic memory allocation  github  Mergers & Acquisitions  ordered pair  Software Engineering  version control computer-science software-development
Advanced Modeling for Discrete Optimization,The University of Melbourne,Advanced,4.9,https://www.coursera.org/learn/Advanced-modeling,"Optimization is a common form of decision making, and is ubiquitous in our society. Its applications range from solving Sudoku puzzles to arranging seating in a wedding banquet.  The same technology can schedule planes and their crews, coordinate the production of steel, and organize the transportation of iron ore from the mines to the ports. Good decisions in manpower and material resources management also allow corporations to improve profit by millions of dollars.  Similar problems also underpin much of our daily lives and are part of determining daily delivery routes for packages, making school timetables, and delivering power to our homes. Despite their fundamental importance, all of these problems are a nightmare to solve using traditional undergraduate computer science methods.  This course is intended for students who have completed Basic Modelling for Discrete Optimization. In this course you will learn much more about solving challenging discrete optimization problems by stating the problem in a state-of-the-art high level modeling language, and letting library constraint solving software do the rest.  This course will focus on debugging and improving models, encapsulating parts of models in predicates, and tackling Advanced scheduling and packing problems. As you master this Advanced technology, you will be able to tackle problems that were inconceivable to solve previously.  Watch the course promotional video here: https://www.youtube.com/watch?v=hc3cBvtrem0&t=8s",constraint programming  mathematical optimization  kripke semantics  semantics  job shop scheduling  symmetry-breaking constraints  enabling  Geometry  discrete optimization  data structure alignment computer-science software-development
Command Line in Linux,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/command-line-linux,"Linux is a popular operating system that is based on the Unix operating system. It has many distributions which have different interfaces for installing software, different user interfaces, and so on. One thing all of the ï¿½distrosï¿½ have in common is that they all have a command line interface, or terminal. In fact, sometimes there is no user interface except the terminal itself. A Linux server running a web application on AWS, for example, may only contain the software required to run the application, and no GUI ï¿½windowï¿½ system at all. It is crucial to learn the Linux command line if you are going to be a productive Linux user and/or administer a Linux server.  In this course, you will use Linux commands to navigate Linux directories, search for files, search for patterns, create files and directories, and remove files and directories.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",unix  Operating Systems  Computer Networking  embedded linux  windowing systems  command-line interface  interfaces  java annotation  command.com  linux console information-technology support-and-operations
Principles of Secure Coding,"University of California, Davis",Intermediate,4.3,https://www.coursera.org/learn/secure-coding-principles,"This course introduces you to the principles of secure programming. It begins by discussing the philosophy and principles of secure programming, and then presenting robust programming and the relationship between it and secure programming. We'll go through a detailed example of writing robust code and we'll see many common programming problems and show their connection to writing robust, secure programs in general. Weï¿½ll examine eight design principles that govern secure coding and how to apply them to your own work. Weï¿½ll discuss how poor design choices drive implementation in coding. Weï¿½ll differentiate between informal, formal, and ad hoc coding methods. Throughout, methods for improving the security and robustness of your programs will be emphasized and you will have an opportunity to practice these concepts through various lab activities. A knowledge of the C programming language is helpful, but not required to participate in the lab exercises.",c programming  c++  formal methods  bug bounty program  principle  spring framework  a/rose  defensive programming  penetration test  Computer Programming computer-science computer-security-and-networks
Introduction to Public Health Engineering in Humanitarian Contexts,ï¿½cole Polytechnique Fï¿½dï¿½rale de Lausanne,Beginner,4.8,https://www.coursera.org/learn/engineering-humanitarian,"The world is facing unprecedented humanitarian needs. Todayï¿½s humanitarian crisis tend to be greater in number, often in urban settings, longer in duration and broader in regional impact. They generate human sufferings on a greater scale, disrupt essential services, such as water supply or sanitation and put health of large population at risk. Engineers and technical specialists in water, sanitation, energy, environment, and in other related fields play a vital role to respond to these challenges and growing needs. In the humanitarian sector, they are called the public health engineers and today they are increasingly needed! Why public health engineering matters so much in humanitarian crises? And how its related activities are carrying out in such complex environment? This is what this MOOC is all about!  The EPFL, EAWAG-SANDEC and ICRC have decided to partner to guide you through this introduction to the fascinating field of public health engineering in humanitarian contexts.",Wastewater Engineering  water supply  supply chain  public health  Leadership and Management  Water Engineering  sanitation  medical waste  humanitarian  safety physical-science-and-engineering environmental-science-and-sustainability
The Development of Mobile Health Monitoring Systems,Saint Petersburg State University,Advanced,4,https://www.coursera.org/learn/mobile-health-monitoring-systems,"This join course created by SPSU and ETU  includes 5 modules dedicated to different stages of the system development. Its modules represent several widely separated fields of biomedical engineering. We interconnect them by applying the knowledge from them all to a common task ï¿½ the development of a prototype of an mHealth ECG system with built-in data-driven signal processing and analysis. Working on this task throughout the course, you will acquire a knowledge on how these branches of science, including electronics, mathematics, data science and programming are applied together in a real project. Pieces of hardware and software, as well as the data sets that we utilize in this course are the same components that we use in our work developing prototypes of devices and algorithms for our tasks in science and engineering. The course is a joint work of Saint Petersburg State University and Saint Petersburg Electrotechnical University ETU (""LETI""). Note that the goal of the course is not to provide you with fundamental knowledge on any of the topics highlighted in the modules, but to give you some useful skills on implementing them in practical tasks using MATLAB environment (the course requires a licences copy of MATLAB).",biomedical engineering  serial port  remote patient monitoring  com file  interfaces  labview  Algorithms  rs-232  arduino  spectral density estimation computer-science design-and-product
3D Printing Software,University of Illinois at Urbana-Champaign,Advanced,4.6,https://www.coursera.org/learn/3d-printing-software,"This course will demonstrate how to use 3D printing software to create digital designs that can be turned into physical objects. It will also demonstrate how 3D scanners work to turn physical objects into digital designs. This course is hands-on in nature and will provide step-by-step instructions to guide you through two popular 3D modeling programs, Tinkercad and Fusion 360. Learners who complete this course will be able to use 3D software to design a wide variety of objects for both personal and professional use. In addition, learners who enroll in the course certificate will receive extended free access to Fusion 360 (provided by Autodesk).  Please copy/paste the following links to your browser's search bar to view the requirements for each of the following software elements used in this course:  Sketchbook: https://support.sketchbook.com/hc/en-us/articles/209671938-SketchBook-Desktop-System-Requirements  Tinkercad: https://support.tinkercad.com/hc/en-us/articles/205849108-What-are-Tinkercad-s-Browser-and-Platform-requirements-  Autodesk Fusion 360: https://knowledge.autodesk.com/support/fusion-360/troubleshooting/caas/sfdcarticles/sfdcarticles/System-requirements-for-Autodesk-Fusion-360.html  Sketchfab: https://help.sketchfab.com/hc/en-us/articles/203059088-Compatibility  123D Catch: Same as Tinkercad",software  3D Printing  interfaces  3d modeling  Mechanical Engineering  Chemical Engineering  Scanning  industrial design  user interface  3d scanner business entrepreneurship
Building Web Applications in Django,University of Michigan,Conversant,4.6,https://www.coursera.org/learn/django-build-web-apps,"In this course, you will learn how Django communicates with a database through model objects. You will explore Object-Relational Mapping (ORM) for database access and how Django models implement this pattern.  We will review the Object-Oriented (OO) pattern in Python.  You will learn basic Structured Query Language (SQL) and database modeling, including one-to-many and many-to-many relationships and how they work in both the SQL and Django models. You will learn how to use the Django console and scripts to work with your application objects interactively.",Python Programming  web  ruby (programming language)  flask  cross-site request forgery  Web Development  html  Javascript  php  django (web framework) computer-science mobile-and-web-development
Building Custom Regional Reports with Google Analytics,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/building-custom-regional-reports-with-google-analytics,"In this 2 hours project you will learn how to build custom regional reports with Google Analytics. You will familiarize with Google Analytics and its usage, create a marketing custom regional dashboard with table and graph widgets, customize a standard geo report and scheduled the report you have designed to be sent monthly via email to a distributed regional marketing team.",Leadership and Management  Data Analysis  Marketing  Artificial Neural Networks  leadership  schedule  Writing  google analytics  Market Analysis  analytics business marketing
Developing a Google SRE Culture,Google Cloud,Advanced,4.8,https://www.coursera.org/learn/developing-a-google-sre-culture,"In many IT organizations, incentives are not aligned between developers, who strive for agility, and operators, who focus on stability. Site reliability engineering, or SRE, is how Google aligns incentives between development and operations and does mission-critical production support. Adoption of SRE cultural and technical practices can help improve collaboration between the business and IT. This course introduces key practices of Google SRE and the important role IT and business leaders play in the success of SRE organizational adoption.  Primary audience: IT leaders and business leaders who are interested in embracing SRE philosophy. Roles include, but are not limited to CTO, IT director/manager, engineering VP/director/manager.  Secondary audience: Other product and IT roles such as operations managers or engineers, software engineers, service managers, or product managers may also find this content useful as an introduction to SRE.",site reliability engineering  data-informed decision-making  Receiving  Change Management  Culture  Continuous Integration  Kubernetes  Continuous Delivery  design thinking  DevOps business leadership-and-management
Conflict Resolution Skills,"University of California, Irvine",Advanced,4.1,https://www.coursera.org/learn/conflict-resolution-skills,"Resolving conflict in a positive manner is a skill that can be developed and practiced.  Being heard can be one of the most important goals of someone engaged in conflict.  Knowing how to listen and deploy appropriate communication tactics is determinative of whether a conflict will have a positive or negative resolution.  Examine listening skills, appropriate and strategic verbal and non-verbal communication skills, and how to assemble a conflict management plan likely to yield positive resolutions.  Upon completing this course, you will be able to: 1.       Use active listening skills when dealing with conflict 2.       Choose appropriate communication tactics when dealing with conflict 3.       Create a usable plan for managing conflict",interpersonal relationships  conflict resolution  listening  Leadership and Management  educational psychology  sociology  active listening  Communication  Employee Relations  Collaboration business business-essentials
Building a Data Science Team,Johns Hopkins University,Intermediate,4.5,https://www.coursera.org/learn/build-data-science-team,"Data science is a team sport. As a data science executive it is your job to recruit, organize, and manage the team to success. In this one-week course, we will cover how you can find the right people to fill out your data science team, how to organize them to give them the best chance to feel empowered and successful, and how to manage your team as it grows.   This is a focused course designed to rapidly get you up to speed on the process of building and managing a data science team. Our goal was to make this as convenient as possible for you without sacrificing any essential content. We've left the technical information aside so that you can focus on managing your team and moving it forward.  After completing this course you will know.  1. The different roles in the data science team including data scientist and data engineer 2. How the data science team relates to other teams in an organization 3. What are the expected qualifications of different data science team members 4. Relevant questions for interviewing data scientists 5. How to manage the onboarding process for the team 6. How to guide data science teams to success 7. How to encourage and empower data science teams  Commitment: 1 week of study, 4-6 hours  Course cover image by JaredZammit. Creative Commons BY-SA. https://flic.kr/p/5vuWZz",Data Analysis  team management  Team Building  Machine Learning  Data Science  Business Intelligence  Communication  leadership  Leadership and Management  Data Management data-science data-analysis
"Sï¿½ren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",University of Copenhagen,Intermediate,4.8,https://www.coursera.org/learn/kierkegaard,"It is often claimed that relativism, subjectivism and nihilism are typically modern philosophical problems that emerge with the breakdown of traditional values, customs and ways of life. The result is the absence of meaning, the lapse of religious faith, and feeling of alienation that is so widespread in modernity.   The Danish thinker Sï¿½ren Kierkegaard (1813-55) gave one of the most penetrating analyses of this complex phenomenon of modernity. But somewhat surprisingly he seeks insight into it not in any modern thinker but rather in an ancient one, the Greek philosopher Socrates.  In this course created by former associate professor at the Sï¿½ren Kierkegaard Research Centre, Jon Stewart, we will explore how Kierkegaard deals with the problems associated with relativism, the lack of meaning and the undermining of religious faith that are typical of modern life. His penetrating analyses are still highly relevant today and have been seen as insightful for the leading figures of Existentialism, Post-Structuralism and Post-Modernism.",literary theory  philosophy  history  faith  dialogue  irony  thought  Poetry Writing  aporia  subjectivism arts-and-humanities philosophy
